Tanggal,Judul,Media,Kategori,Link,Interpretasi singkat
10/19/2025,Salah Arah Kebijakan Fiskal Purbaya Yudhi Sadewa,Tempo,Kebijakan Fiskal / Ekonomi,https://www.tempo.co/ekonomi/salah-arah-kebijakan-fiskal-purbaya-2080984,"Kritik terhadap arah kebijakan fiskal oleh Menteri Keuangan Purbaya, yang dianggap “salah arah” karena stimulus yang kurang tepat sasaran dan bisa menimbulkan dana menganggur. (Tempo)"
10/19/2025,Setahun Prabowo-Gibran : BGN Dapat Skor Paling Rendah dari CELIOS,Tempo,Evaluasi Pemerintahan / Ekonomi & Politik,https://www.tempo.co/ekonomi/setahun-prabowo-gibran-bgn-dapat-skor-paling-rendah-dari-celios-2081171,Evaluasi hasil satu tahun kepemimpinan Prabowo dan Gibran — lembaga CELIOS menyoroti performa yang dinilai rendah dalam aspek ekonomi atau tata kelola.
10/19/2025,Survei CELIOS: Mayoritas Responden Terbebani Pajak dan Pungutan,Tempo,Ekonomi Domestik,https://www.tempo.co/ekonomi/survei-celios-mayoritas-responden-terbebani-pajak-dan-pungutan-2081184,Survei menunjukkan persepsi publik terkait beban pajak yang meningkat. Nada berita kritis terhadap kebijakan fiskal.
10/19/2025,"Dorong Ekonomi Pesisir, KKP Usung Konsep Waterfront City",Tempo,Ekonomi Maritim / Pembangunan Daerah,https://www.tempo.co/foto/arsip/dorong-ekonomi-pesisir-kkp-usung-konsep-waterfront-city-2081155,KKP berinovasi dengan konsep kota tepi laut untuk memperkuat ekonomi pesisir. Nada berita positif dan inspiratif.
10/19/2025,Kepercayaan Investor terhadap Kabinet Prabowo,Tempo,Ekonomi / Investasi,https://www.tempo.co/ekonomi/kepercayaan-investor-kabinet-prabowo-2081001,Berita menyoroti reaksi pasar dan tingkat kepercayaan investor terhadap kabinet baru Prabowo. Nada berita analitis dan hati-hati.
10/19/2025,Krisis Ekonomi Politik Setahun Prabowo,Tempo,Politik Ekonomi / Evaluasi Pemerintahan,https://www.tempo.co/politik/krisis-ekonomi-politik-setahun-prabowo-2080982,Evaluasi terhadap dinamika politik dan ekonomi di tahun pertama pemerintahan Prabowo. Nada berita kritis dan reflektif.
10/19/2025,"Tumbuh di Tengah Gejolak, Strategi Indonesia Menjaga Laju Ekonomi",CNN,Ekonomi Makro / Stabilitas Nasional,https://www.cnnindonesia.com/tv/20251019130327-400-1286121/tumbuh-di-tengah-gejolak-strategi-indonesia-menjaga-laju-ekonomi,Pemerintah berupaya menjaga pertumbuhan ekonomi di tengah gejolak global dengan kebijakan moneter dan fiskal yang hati-hati.
10/20/2025,Bappenas Tekankan Ekonomi Hijau Jadi Arah Utama Pembangunan,Kompas,Ekonomi Hijau,https://money.kompas.com/read/2025/10/20/121116426/bappenas-tekankan-ekonomi-hijau-jadi-arah-utama-pembangunan,"Positif, fokus pada pembangunan berkelanjutan."
10/20/2025,"Bawa-bawa Jokowi, Prabowo Pamer Pertumbuhan Ekonomi RI Salah Satu Tertinggi",Kompas,Ekonomi Politik,http://nasional.kompas.com/read/2025/10/20/16244341/bawa-bawa-jokowi-prabowo-pamer-pertumbuhan-ekonomi-ri-salah-satu-tertinggi,"Netral-positif, menonjolkan kesinambungan kebijakan ekonomi."
10/20/2025,Mendagri Minta Bahlil Turun Tangan Akibat Pertumbuhan Ekonomi NTB Minus,Kompas,Ekonomi Daerah,https://nasional.kompas.com/read/2025/10/20/12084231/mendagri-minta-bahlil-turun-tangan-akibat-pertumbuhan-ekonomi-ntb-minus,"Negatif, menunjukkan masalah ekonomi regional."
10/20/2025,Aktivitas Ekonomi Warga Muara Angke Terganggu Imbas Pembangunan Tanggul,Kompas,Sosial-Ekonomi,https://megapolitan.kompas.com/read/2025/10/20/21245381/aktivitas-ekonomi-warga-muara-angke-terganggu-imbas-pembangunan-tanggul,"Negatif, efek sosial dari proyek infrastruktur."
10/20/2025,"Saat Ekonomi Tak Pasti, Diversifikasi Investasi Jadi Kebutuhan",Kompas,Ekonomi Investasi,https://money.kompas.com/read/2025/10/20/184509226/saat-ekonomi-tak-pasti-diversifikasi-investasi-jadi-kebutuhan-bukan-pilihan,"Positif, edukatif soal mitigasi risiko ekonomi."
10/20/2025,"APBD Jadi Penggerak Pertumbuhan Ekonomi, Kemendagri Pantau Realisasi",Kompas,Ekonomi Pemerintahan,https://nasional.kompas.com/read/2025/10/20/19593311/apbd-jadi-penggerak-pertumbuhan-ekonomi-kemendagri-pantau-realisasi-di,"Positif, peran belanja daerah dalam pertumbuhan ekonomi."
10/20/2025,Rosan: Butuh Investasi Rp 13.000 Triliun untuk Capai Pertumbuhan Ekonomi,Kompas,Ekonomi Investasi,https://nasional.kompas.com/read/2025/10/20/22122051/rosan-sebut-butuh-investasi-rp-13000-triliun-untuk-capai-pertumbuhan-ekonomi,"Netral, faktual mengenai kebutuhan investasi besar."
10/20/2025,"Menkeu Purbaya: Sinyal Pemulihan Sudah Terlihat, Ekonomi Mulai Menguat",Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/10/20/072443926/menkeu-purbaya-sebut-sinyal-pemulihan-sudah-terlihat-ekonomi-diklaim-mulai,"Positif, optimisme terhadap pemulihan ekonomi nasional."
10/20/2025,Prabowo Pamer Pertumbuhan Ekonomi RI Salah Satu Tertinggi,Kompas,Ekonomi Politik,https://nasional.kompas.com/read/2025/10/20/16244341/bawa-bawa-jokowi-prabowo-pamer-pertumbuhan-ekonomi-ri-salah-satu-tertinggi,"Netral-positif, penegasan keberhasilan ekonomi lintas pemerintahan."
10/20/2025,"Purbaya: Kalau Pertumbuhan Ekonomi Lambat, Tetap Saja Orang Turun ke Jalan",Kompas,Ekonomi Sosial,https://money.kompas.com/read/2025/10/20/103120726/purbaya-kalau-pertumbuhan-ekonomi-lambat-tetap-saja-orang-turun-ke-jalan,"Netral-kritis, menyoroti tekanan sosial akibat stagnasi ekonomi."
10/20/2025,Setahun Kerja Prabowo-Gibran,Detik,Evaluasi Pemerintahan,https://news.detik.com/kolom/d-8169867/setahun-kerja-prabowo-gibran,Kolom reflektif yang meninjau kinerja ekonomi dan politik pemerintahan Prabowo-Gibran di tahun pertama. Nada analitis dan evaluatif.
10/20/2025,Di Ambang Resesi Ekonomi,Tempo,Ekonomi Krisis,https://www.tempo.co/arsip/di-ambang-resesi-ekonomi-1230600,Analisis mendalam mengenai potensi resesi ekonomi Indonesia akibat penurunan konsumsi dan investasi domestik. Nada waspada dan analitis.
10/20/2025,Amran Menggodok Rancangan Investasi Rp 371 Triliun untuk 14 Komoditas Pertanian,Tempo,Ekonomi Pertanian / Investasi,https://www.tempo.co/ekonomi/amran-menggodok-rancangan-investasi-rp-371-triliun-untuk-14-komoditas-pertanian-2081581,"Pemerintah (melalui Amran Sulaiman) menyiapkan investasi besar untuk hilirisasi 14 komoditas pertanian, sebagai upaya memperkuat sektor agrikultur dan menciptakan lapangan kerja. (Tempo)"
10/20/2025,Danantara Menerima Dividen BUMN Rp 140 Triliun Tahun Ini,Tempo,Ekonomi Nasional / Korporasi,https://www.tempo.co/ekonomi/danantara-menerima-dividen-bumn-rp-140-triliun-tahun-ini-2081438,"“Danantara” menyatakan akan menerima dividen besar dari BUMN senilai ~Rp 140 triliun di tahun 2025, yang menunjukkan peran korporasi-negara dalam strategi investasi nasional. (Tempo)"
10/20/2025,Danantara Akan Tindak Praktik Memoles Laporan Keuangan di BUMN,Tempo,Ekonomi / Tata Kelola Korporasi,https://www.tempo.co/ekonomi/danantara-akan-tindak-praktik-memoles-laporan-keuangan-di-bumn-2081428,Danantara menyatakan akan membereskan praktik “memoles” atau manipulasi laporan keuangan di BUMN — menyoroti isu tata kelola dan transparansi korporasi pelat merah. (Tempo)
10/20/2025,Negosiasi Tarif Ditargetkan Rampung Desember Akibat AS Shutdown,Tempo,Ekonomi Internasional / Perdagangan,https://www.tempo.co/ekonomi/negosiasi-tarif-ditargetkan-rampung-desember-akibat-as-shutdown-2081567,Menyoroti bagaimana shutdown pemerintahan AS berdampak pada negosiasi tarif perdagangan dengan Indonesia — menunjukkan keterhubungan global dan risiko eksternal.
10/20/2025,Purbaya: Terlalu Dini untuk Menghitung Ulang Tarif PPN,Tempo,Ekonomi Fiskal / Kebijakan Pajak,https://www.tempo.co/ekonomi/purbaya-terlalu-dini-untuk-menghitung-ulang-tarif-ppn-2081587,Wawancara dengan Purbaya Yudhi Sadewa (Menteri Keuangan) yang menyatakan bahwa pemerintah belum mempertimbangkan menghitung ulang tarif PPN — menandakan kehati-hatian dalam kebijakan fiskal di tengah ekonomi yang tidak stabil.
10/20/2025,Prabowo Subianto Mengklaim IHSG Hari Ini Tertinggi Sepanjang Sejarah,Tempo,Politik & Ekonomi / Pasar Saham,https://www.tempo.co/politik/prabowo-mengklaim-ihsg-hari-ini-tertinggi-sepanjang-sejarah-2081565,Klaim soal indeks saham (IHSG) tertinggi sepanjang sejarah — menunjukkan upaya pemerintah atau elite politik menggunakan data pasar sebagai narasi keberhasilan ekonomi.
10/20/2025,Saat Prabowo Puj i Jokowi Soal Teknik Pengendalian Inflasi,Tempo,Politik & Ekonomi / Kebijakan Inflasi,https://www.tempo.co/politik/saat-prabowo-puji-jokowi-soal-teknik-pengendalian-inflasi-2081454,Artikel yang menunjukkan pengakuan politik oleh Prabowo terhadap tindakan Presiden Joko Widodo dalam pengendalian inflasi — menggabungkan narasi politik dengan ekonomi.
10/20/2025,Menperin Dibuat Pusing Harga Gas dan Barang Impor,Tempo,Industri / Ekonomi,https://www.tempo.co/ekonomi/menperin-dibuat-pusing-harga-gas-dan-barang-impor-2081456,Artikel ini menyoroti masalah yang dihadapi sektor industri karena harga gas industri dan barang impor yang dianggap mahal dan menjadi beban produksi. (Tempo)
10/20/2025,Purbaya Ungkap Alasan Prabowo Subianto Ragu Tambah TKD ke Pemda,Tempo,Fiskal Daerah / Ekonomi,https://www.tempo.co/ekonomi/purbaya-ungkap-alasan-prabowo-ragu-tambah-tkd-ke-pemda-2081377,Artikel mengupas keraguan Prabowo dalam menambah Transfer ke Daerah (TKD) melalui pernyataan Purbaya — menunjukkan pertimbangan fiskal yang hati-hati.
10/20/2025,Zulkifli Hasan Sebut Perpres N-E-K Bisa Optimalkan Pasar Karbon Indonesia,Tempo,Ekonomi Lingkungan / Kebijakan Karbon,https://www.tempo.co/ekonomi/zulhas-sebut-perpres-nek-bisa-optimalkan-pasar-karbon-indonesia-2081393,Pernyataan bahwa Perpres tentang N-EK (Neraca Ekosistem?) atau ekonomi karbon bisa menjadi instrumen untuk memperkuat pasar karbon Indonesia — menggabungkan ekonomi dan lingkungan.
10/20/2025,Purbaya Yudhi Sadewa: Belanja Pemerintah,Tempo,Ekonomi Fiskal / Publik,https://www.tempo.co/ekonomi/purbaya-yudhi-sadewa-belanja-pemerintah-2081276,Artikel yang membahas bagaimana Purbaya memandang alokasi belanja pemerintah sebagai instrumen penting dalam stimulasi ekonomi.
10/20/2025,Serapan Anggaran Belanja Pemerintah,Tempo,Ekonomi Publik / Efisiensi Anggaran,https://www.tempo.co/ekonomi/serapan-anggaran-belanja-pemerintah-2081277,Menganalisis realisasi serapan anggaran pemerintah — penting untuk efektivitas kebijakan fiskal dan indikator responsivitas pemerintahan.
10/20/2025,Evaluasi Setahun Pemerintahan Prabowo Subianto Menurut Aliansi Ekonom,Tempo,Ekonomi / Evaluasi Pemerintahan,https://www.tempo.co/ekonomi/evaluasi-setahun-pemerintahan-prabowo-subianto-menurut-aliansi-ekonom-2081517,Evaluasi kinerja ekonomi pemerintahan Prabowo setelah satu tahun menjabat. Nada berita kritis–evaluatif dengan sorotan terhadap capaian dan kekurangan.
10/20/2025,Kinerja APBN: Belanja Pemerintah,Tempo,Fiskal / Keuangan Negara,https://www.tempo.co/ekonomi/kinerja-apbn-belanja-pemerintah-2081278,Berita menyoroti kinerja APBN terutama pada realisasi belanja pemerintah. Nada berita informatif dan evaluatif.
10/20/2025,Serapan Anggaran Belanja Pemerintah,Tempo,Ekonomi / Fiskal,https://www.tempo.co/ekonomi/serapan-anggaran-belanja-pemerintah-2081277,Laporan tentang tingkat penyerapan anggaran belanja negara. Nada berita netral dan berbasis data.
10/20/2025,Nilai Ekonomi Karbon Akan Jadi Penerimaan Baru Negara,Tempo,Ekonomi Hijau / Pajak Karbon,https://www.tempo.co/ekonomi/nilai-ekonomi-karbon-akan-jadi-penerimaan-baru-negara-2081403,Pemerintah menjadikan perdagangan karbon sebagai sumber pendapatan negara baru. Nada berita positif dan futuristik.
10/20/2025,Melihat Kasus Korupsi CPO yang Kerugian Rp13 T Dikembalikan ke Negara,CNN,Hukum & Ekonomi,https://www.cnnindonesia.com/ekonomi/20251020123332-92-1286427/melihat-kasus-korupsi-cpo-yang-kerugian-rp13-t-dikembalikan-ke-negara,"Kasus korupsi crude palm oil (CPO) berhasil memulihkan sebagian kerugian negara Rp13 triliun, menyoroti lemahnya tata kelola sektor komoditas."
10/20/2025,"Tiket Pesawat Murah Nataru Berdiskon 14 Persen, Diobral per 22 Oktober",CNN,Transportasi & Pariwisata,https://www.cnnindonesia.com/ekonomi/20251020081956-92-1286312/tiket-pesawat-murah-nataru-berdiskon-14-persen-diobral-per-22-oktober,Pemerintah bersama maskapai memberikan diskon tiket pesawat hingga 14% untuk mendorong mobilitas menjelang libur Natal dan Tahun Baru.
10/20/2025,Rupiah Tersenyum ke Rp16.573 Pagi Ini,CNN,Keuangan & Valuta Asing,https://www.cnnindonesia.com/ekonomi/20251014160256-78-1284443/rupiah-tersenyum-ke-rp16573-pagi-ini,Nilai tukar rupiah menguat terhadap dolar AS akibat intervensi Bank Indonesia dan stabilisasi neraca transaksi berjalan.
10/20/2025,Rosan: Aset Danantara Rp16.500 T Bikin Kaget Negara Lain,CNN,Investasi & BUMN,https://www.cnnindonesia.com/ekonomi/20251020152114-92-1286514/rosan-aset-danantara-rp16500-t-bikin-kaget-negara-lain,"Dubes Rosan menyebut aset Danantara (holding BUMN) mencapai Rp16.500 triliun, menunjukkan potensi besar ekonomi Indonesia di mata global."
10/20/2025,"Purbaya Tak Saling Sapa dengan Luhut di Istana, Kan Duduknya Jauh",CNN,Politik Ekonomi / Dinamika Kabinet,https://www.cnnindonesia.com/ekonomi/20251020194945-532-1286621/purbaya-tak-saling-sapa-dengan-luhut-di-istana-kan-duduknya-jauh,Interaksi dingin antara Purbaya dan Luhut di Istana menimbulkan spekulasi adanya ketegangan internal dalam kabinet bidang ekonomi.
10/20/2025,"Purbaya Soal Duit Pemda Parkir di Bank Rp215 T: Kering, Tak Bisa Muter",CNN,Fiskal Daerah / Likuiditas Ekonomi,https://www.cnnindonesia.com/ekonomi/20251020123044-532-1286425/purbaya-soal-duit-pemda-parkir-di-bank-rp215-t-kering-tak-bisa-muter,Purbaya menilai dana APBD yang mengendap di bank menyebabkan ekonomi daerah stagnan karena uang tidak berputar di masyarakat.
10/20/2025,Purbaya Ungkap Rahasia Soeharto Bisa Berkuasa Sampai 32 Tahun,CNN,Politik Ekonomi / Kepemimpinan,https://www.cnnindonesia.com/ekonomi/20251020104509-532-1286377/purbaya-ungkap-rahasia-soeharto-bisa-berkuasa-sampai-32-tahun,Purbaya menyinggung faktor ekonomi stabil dan kebijakan tegas sebagai alasan panjangnya masa kekuasaan Soeharto.
10/20/2025,Prabowo Guyon ke Purbaya: “You Ada Gelar Profesor Enggak?”,CNN,Politik Ekonomi / Hubungan Pemerintah,https://www.cnnindonesia.com/ekonomi/20251020144837-532-1286499/prabowo-guyon-ke-purbaya-you-ada-gelar-profesor-enggak,"Presiden Prabowo bercanda dengan Purbaya dalam acara resmi, mencairkan suasana di tengah isu tegang kabinet ekonomi."
10/20/2025,Prabowo Kaget IHSG Tembus 8.000: “Ini di Luar Dugaan”,CNN,Pasar Modal / Pemerintahan,https://www.cnnindonesia.com/ekonomi/20251020171457-532-1286560/prabowo-kaget-ihsg-tembus-8000-ini-di-luar-dugaan,"Presiden Prabowo terkejut melihat IHSG menembus 8.000, menilai hal itu sebagai sinyal kepercayaan pasar terhadap pemerintah."
10/20/2025,Purbaya Ungkap 15 Daerah yang Paling Banyak Parkir Duit di Bank,CNN,Ekonomi Daerah / Likuiditas APBD,https://www.cnnindonesia.com/ekonomi/20251020150213-532-1286507/purbaya-ungkap-15-daerah-yang-paling-banyak-parkir-duit-di-bank,"Purbaya mengkritik daerah yang menyimpan dana besar di bank alih-alih digunakan untuk pembangunan, menyoroti inefisiensi fiskal daerah."
10/20/2025,Cek Tarif Listrik Subsidi hingga Akhir 2025,Liputan 6,Ekonomi Rakyat / Kebijakan Energi,https://www.liputan6.com/bisnis/read/6190436/cek-tarif-listrik-subsidi-hingga-akhir-2025,"Informasi teknis tentang tarif listrik subsidi. Nada netral-informatif, tanpa muatan opini, lebih ke arah layanan publik."
10/20/2025,Ini Dia Menteri Berkinerja Terbaik di Sektor Ekonomi Versi CELIOS,Liputan 6,Ekonomi,https://www.liputan6.com/bisnis/read/6189685/ini-dia-menteri-berkinerja-terbaik-di-sektor-ekonomi-versi-celios,Memberikan apresiasi pada kinerja menteri ekonomi; nada positif dan optimistik. Menunjukkan evaluasi publik terhadap kebijakan ekonomi.
10/21/2025,"Sektor Konstruksi Berkontribusi 9,48 Persen terhadap PDB",Kompas,Ekonomi Sektor Riil,https://www.kompas.com/properti/read/2025/10/21/200000721/sektor-konstruksi-berkontribusi-948-persen-terhadap-pdb,"Positif, menggambarkan kontribusi kuat sektor konstruksi."
10/21/2025,"Prabowo Teken Perpres 110 Tahun 2025, Percepat Investasi Hijau",Kompas,Ekonomi Hijau,https://lestari.kompas.com/read/2025/10/21/091701186/prabowo-teken-perpes-110-tahun-2025-disebut-bisa-percepat-investasi-hijau,"Positif, menunjukkan komitmen terhadap ekonomi ramah lingkungan."
10/21/2025,Momen Purbaya Minta Ajudannya Tak Dorong Wartawan,Kompas,Sosial-Pemerintahan,https://video.kompas.com/watch/1884588/momen-purbaya-minta-ajudannya-tak-dorong-wartawan?source=KOMPASCOM,"Netral, menunjukkan sisi humanis pejabat tanpa konteks ekonomi langsung."
10/21/2025,CEO Grab Respons Pernyataan Prabowo soal Kesejahteraan Pengemudi Ojol,Kompas,Ekonomi Digital,https://money.kompas.com/read/2025/10/21/173700026/ceo-grab-respons-pernyataan-prabowo-subianto-soal-kesejahteraan-pengemudi-ojol,"Positif, menyoroti upaya kolaborasi pemerintah dan sektor digital."
10/21/2025,Kemenkop Targetkan Gerai dan Gudang Koperasi Merah Putih Selesai Maret 2026,Kompas,Ekonomi UMKM,https://www.kompas.id/artikel/kemenkop-target-pembangunan-gerai-dan-gudang-koperasi-merah-putih-selesai-maret-2026,"Positif, mendukung ekonomi rakyat dan koperasi."
10/21/2025,Purbaya Yakin Bisa Cegah Melebarnya Shortfall Penerimaan Pajak,Kompas,Fiskal dan Pajak,https://money.kompas.com/read/2025/10/21/065100426/purbaya-yakin-bisa-cegah-melebarnya-shortfall-penerimaan-pajak,"Positif, memperlihatkan keyakinan terhadap stabilitas fiskal."
10/21/2025,"Celios: Pertumbuhan Ekonomi Tak Sampai di Meja Masyarakat, Beras Masih Mahal",Kompas,Ekonomi Sosial,https://nasional.kompas.com/read/2025/10/21/00005841/celios-pertumbuhan-ekonomi-tak-sampai-di-meja-masyarakat-beras-masih-mahal?page=all,"Negatif, kritik bahwa pertumbuhan belum dirasakan masyarakat bawah."
10/21/2025,Menkeu Purbaya Pamer Jaket “Pertumbuhan Ekonomi 8 Persen” dari Orang Istana,Kompas,Ekonomi Nasional,https://money.kompas.com/read/2025/10/21/200200426/menkeu-purbaya-pamer-jaket-pertumbuhan-ekonomi-8-persen--dari-orang-istana,"Positif, simbol semangat optimisme ekonomi nasional."
10/21/2025,Lonjakan Investasi Jadi Andalan untuk Capai Target Pertumbuhan Ekonomi 8 Persen,Kompas,Ekonomi Investasi,http://money.kompas.com/read/2025/10/21/093700726/lonjakan-investasi-jadi-andalan-untuk-capai-target-pertumbuhan-ekonomi-8,"Positif, menggambarkan optimisme investasi."
10/21/2025,"Lewat Infrastruktur Jalan Tol, Jasa Marga Dukung Arah Pembangunan Ekonomi",Kompas,Ekonomi Infrastruktur,https://nasional.kompas.com/read/2025/10/21/10480161/lewat-infrastruktur-jalan-tol-jasa-marga-dukung-arah-pembangunan-ekonomi,"Positif, kontribusi BUMN terhadap ekonomi nasional."
10/21/2025,Saat Purbaya Pamerkan Jaket “Pertumbuhan Ekonomi 8 Persen”,Kompas,Ekonomi Politik,https://video.kompas.com/watch/1884481/saat-purbaya-pamerkan-jaket-pertumbuhan-ekonomi-8-persen,"Positif, simbol komunikasi politik ekonomi yang optimistis."
10/21/2025,Secercah Harapan di Pundak Menteri Keuangan Purbaya,Detik,Kolom Ekonomi,https://news.detik.com/kolom/d-8111811/secercah-harapan-di-pundak-menteri-keuangan-purbaya,Kolom opini yang menyoroti peran penting Menteri Keuangan Purbaya dalam menstabilkan ekonomi nasional pasca transisi pemerintahan. Nada optimistis terhadap kebijakan fiskal baru.
10/21/2025,Video: Pakar Nilai Kinerja Ekonomi Tahun Pertama Era Prabowo,Detik,Ekonomi Pemerintahan,https://20.detik.com/detik-sore/20251021-251021114/video-pakar-nilai-kinerja-ekonomi-tahun-pertama-era-prabowo,"Video wawancara pakar yang menilai capaian ekonomi nasional pada tahun pertama Prabowo. Nada objektif, menampilkan sisi positif dan kritik seimbang."
10/21/2025,"Dana Transfer ke Daerah Dipangkas Rp 254 Miliar, Boyolali Hapus Studi Banding",Tempo,Ekonomi Daerah / Kebijakan Publik,https://www.tempo.co/ekonomi/dana-transfer-ke-daerah-dipangkas-rp-254-miliar-boyolali-hapus-studi-banding-2081694,Menyoroti kebijakan anggaran yang menyasar daerah – pemangkasan dana transfer ke daerah dan langkah konkret Boyolali dalam merespon tekanan anggaran.
10/21/2025,Dividen BUMN & Investasi Danantara Indonesia,Tempo,Ekonomi / Investasi Korporasi,https://www.tempo.co/ekonomi/dividen-bumn-investasi-saham-danantara-2081682,Berita membahas bagaimana Danantara akan memanfaatkan dividen dari BUMN dan berinvestasi di pasar saham sebagai bagian dari strategi pembiayaan pemerintah dan korporasi. (Shoesmart.co.id)
10/21/2025,Investasi Danantara & Pasar Saham,Tempo,Ekonomi / Pasar Modal,https://www.tempo.co/ekonomi/investasi-danantara-pasar-saham-2081681,Fokus pada langkah Danantara memperkuat aktivitas investasi—termasuk melalui pasar saham—sebagai bagian dari strategi untuk memperkuat ekonomi nasional melalui instrumen pasar modal. (Tempo)
10/21/2025,"Indonesia Kendaraan Terminal Mencetak Laba Rp 190,2 Miliar",Tempo,Ekonomi Korporasi / Transportasi,https://www.tempo.co/ekonomi/indonesia-kendaraan-terminal-mencetak-laba-rp-190-2-miliar-2081741,"Berita korporasi yang menunjukkan perusahaan terminal kendaraan nasional mencetak laba, memberikan sinyal bahwa sebagian sektor transportasi tetap memiliki performa positif meskipun kondisi makro menantang."
10/21/2025,Investasi Danantara & Pasar Obligasi SBN,Tempo,Ekonomi / Pasar Modal & Investasi Pemerintah,https://www.tempo.co/ekonomi/investasi-danantara-pasar-obligasi-sbn-2081680,Artikel ini membahas bagaimana Danantara akan memanfaatkan dividen BUMN dan memasuki pasar obligasi Surat Berharga Negara (SBN) sebagai instrumen investasi — menandakan strategi pembiayaan baru.
10/21/2025,"Obligasi Oversubscribed 4,5 Kali, Cuan Bidik Raup Rp 2 Triliun",Tempo,Ekonomi / Pasar Modal,https://www.tempo.co/ekonomi/obligasi-oversubscribed-4-5-kali-cuan-bidik-raup-rp-2-triliun-2081823,Menunjukkan tingginya permintaan terhadap obligasi pemerintah atau korporasi — sinyal bahwa pasar modal tetap aktif meskipun kondisi ekonomi menantang.
10/21/2025,Rupiah Menguat Seiring Trump dan Xi Jinping Segera Bertemu,Tempo,Ekonomi Internasional / Nilai Tukar,https://www.tempo.co/ekonomi/rupiah-menguat-seiring-trump-dan-xi-jinping-segera-bertemu-2081710,"Artikel ini menghubungkan penguatan rupiah dengan dinamika geopolitik, yakni pertemuan antara Donald Trump dan Xi Jinping — menegaskan bahwa faktor eksternal global punya pengaruh besar terhadap nilai tukar."
10/21/2025,Purbaya ke Manajer Investasi: “Saya Kayak Koboi”,Tempo,Pasar Modal / Kepemimpinan Ekonomi,https://www.tempo.co/ekonomi/purbaya-ke-manajer-investasi-saya-kayak-koboi-tapi--2081596,Pernyataan metaforis dari Purbaya yang menggambarkan bagaimana ia memandang dirinya sebagai figur yang “bebas” dalam mengambil keputusan — bisa diartikan sebagai sinyal keleluasaan kebijakan.
10/21/2025,Agus Harimurti Yudhoyono (AHY) Bilang Pemerintah Tak Ingin Bentrok dengan Danantara soal Utang,Tempo,Politik Ekonomi / Korporasi,https://www.tempo.co/ekonomi/ahy-bilang-pemerintah-tak-ingin-bentrok-dengan-danantara-soal-utang-woosh-2081933,Pernyataan AHY bahwa pemerintah tidak ingin konflik terbuka dengan korporasi/entitas Danantara terkait utang — menunjukkan sensitivitas hubungan antara negara & korporasi.
10/21/2025,BI Prediksi Penyaluran Kredit Baru Meningkat di Akhir Tahun,Tempo,Perbankan / Moneter,https://www.tempo.co/ekonomi/bi-prediksi-penyaluran-kredit-baru-meningkat-di-akhir-tahun-2081787,Optimisme Bank Indonesia terhadap peningkatan kredit sebagai indikator pemulihan ekonomi. Nada berita positif dan analitis.
10/21/2025,Wamenaker Kaji Usulan Cukai Tembakau untuk Pesangon Pekerja Rokok,Tempo,Ketenagakerjaan / Kebijakan Fiskal,https://www.tempo.co/ekonomi/wamenaker-kaji-usulan-cukai-tembakau-untuk-pesangon-pekerja-rokok-2081849,Wamenaker mempertimbangkan kebijakan cukai sebagai sumber dana pesangon. Nada berita netral dengan fokus pada kebijakan sosial-ekonomi.
10/21/2025,Serikat Pekerja Tanggapi Luhut yang Minta UMP 2026 Tak Diatur Buruh,Tempo,Ketenagakerjaan / Regulasi,https://www.tempo.co/ekonomi/serikat-pekerja-tanggapi-luhut-yang-minta-ump-2026-tak-diatur-buruh-2081892,Serikat pekerja mengkritik pandangan pemerintah soal penetapan UMP. Nada berita kritis dan advokatif.
10/21/2025,Kemenperin: Ada 9 Kawasan Industri Baru dalam Setahun Terakhir,Tempo,Industri / Investasi,https://www.tempo.co/ekonomi/kemenpenrin-bilang-ada-9-kawasan-industri-baru-dalam-setahun-terakhir-2081855,Pemerintah mencatat pertumbuhan kawasan industri sebagai indikator investasi. Nada berita positif dan optimistis.
10/21/2025,GoTo Dukung Rencana Prabowo soal Efisiensi Bisnis Transportasi Online,Tempo,Bisnis Digital / Teknologi,https://www.tempo.co/ekonomi/goto-dukung-rencana-prabowo-soal-efisiensi-bisnis-transportasi-online-2081774,Dukungan sektor swasta terhadap kebijakan efisiensi ekonomi digital. Nada berita positif dan kolaboratif.
10/21/2025,Apa Risiko Jika Penerimaan Pajak Tidak Mencapai Target,Tempo,Pajak / Fiskal,https://www.tempo.co/ekonomi/apa-risiko-jika-penerimaan-pajak-tidak-mencapai-target-2081891,Analisis risiko terhadap stabilitas APBN jika target pajak meleset. Nada berita kritis dan ekonomis.
10/21/2025,Penyaluran Bantuan Usaha PPSE Kemensos di Bandung,Tempo,Sosial / Ekonomi Rakyat,https://www.tempo.co/foto/arsip/penyaluran-bantuan-usaha-ppse-kemensos-di-bandung-2081793,Pemerintah menyalurkan bantuan usaha bagi masyarakat ekonomi lemah. Nada berita positif dan humanis.
10/21/2025,Pemerintah Masih Cari Sumber Dana Proyek Tanggul Laut Raksasa,Tempo,Infrastruktur / Pembiayaan Publik,https://www.tempo.co/ekonomi/pemerintah-masih-cari-sumber-dana-proyek-tanggul-laut-raksasa-2081958,Pemerintah mencari alternatif pendanaan untuk proyek besar pengendalian banjir. Nada berita netral–analitis.
